id_stock,codigo,cantidad,ubicacion,precio,precio_total,fecha_control
STK-00498,HX15,3,H,,,2026-07-06
STK-00499,HX15,2,H,,,2026-07-06
STK-00500,HX15,1,H,,,2026-07-06
STK-00501,67502-26600-71,2,H,,,2026-07-06
STK-00502,247050,1,H,,,2026-07-06
STK-00503,84403847,1,H,,,2026-07-06
STK-00504,2120158,1,H,,,2026-07-06
STK-00505,V-612,1,H,,,2026-07-06
STK-00506,G-315,1,H,,,2026-07-06
STK-00507,G-306,1,H,,,2026-07-06
STK-00508,FCS-15119,1,H,,,2026-07-06
STK-00509,BR-1077,1,H,,,2026-07-06
STK-00510,BR-1196,1,H,,,2026-07-06
STK-00511,LFF3536,1,H,,,2026-07-06
STK-00512,HF-3045,1,H,,,2026-07-06
STK-00513,FCS-54,1,H,,,2026-07-06
STK-00514,AC-720,1,H,,,2026-07-06
STK-00515,FCS-31,2,H,,,2026-07-06
STK-00516,FCS-181,3,H,,,2026-07-06
STK-00517,`0750 131 056,2,H,,,2026-07-06
STK-00518,02250153-323,0,H,333.9,0.0,2026-07-06
STK-00519,250024-424,0,H,212.1,0.0,2026-07-06
STK-00520,250024-432,0,H,188.1,0.0,2026-07-06
STK-00521,9003941M1,1,H,188.1,188.1,2026-07-06
STK-00522,P555680,3,H,,,2026-07-06
STK-00523,P554004,1,H,,,2026-07-06
STK-00524,P551315,1,H,,,2026-07-06
STK-00525,BL-2091,1,H,,,2026-07-06
STK-00526,P550575,2,H,,,2026-07-06
STK-00527,P551435,1,H,,,2026-07-06
STK-00528,P551425,2,H,,,2026-07-06
STK-00529,P550467,1,H,,,2026-07-06
STK-00530,J3543R,0,H,,,2026-07-06
STK-00531,H2225,1,H,,,2026-07-06
STK-00532,1763776,1,H,,,2026-07-06
STK-00533,VX400,3,H,,,2026-07-06
STK-00534,Z5158,0,H,,,2026-07-06
STK-00535,AC166,4,I,,,2026-07-06
STK-00536,´004125,7,I,,,2026-07-06
STK-00537,`004060,7,I,,,2026-07-06
STK-00538,`004115,4,I,,,2026-07-06
STK-00539,OC35,2,I,,,2026-07-06
STK-00540,KX368D,1,I,,,2026-07-06
STK-00541,250042-862,2,I,466.1,932.2,2026-07-06
STK-00542,250042-862,6,-,466.1,2796.6000000000004,2026-07-06
STK-00543,250034-116,2,I,705.8,1411.6,2026-07-06
STK-00544,250034-116,6,-,705.8,4234.799999999999,2026-07-06
STK-00545,02250135-150,1,I,692.4,692.4,2026-07-06
STK-00546,AL458,4,I,,,2026-07-06
STK-00547,FN951,1,I,,,2026-07-06
STK-00548,P551856,2,I,,,2026-07-06
STK-00549,P550490,4,I,,,2026-07-06
STK-00550,P550220,6,I,,,2026-07-06
STK-00551,P550653,2,I,,,2026-07-06
STK-00552,P550120,3,I,,,2026-07-06
STK-00553,P550766,1,I,,,2026-07-06
STK-00554,WFC3,1,I,,,2026-07-06
STK-00555,AC744,2,I,,,2026-07-06
STK-00556,HC99,1,I,,,2026-07-06
STK-00557,P761108,1,I,,,2026-07-06
STK-00558,P550309,1,I,,,2026-07-06
STK-00559,P551102,3,I,,,2026-07-06
STK-00560,P550639,5,I,,,2026-07-06
STK-00561,ML1000G,3,I,,,2026-07-06
STK-00562,ML1212G,5,I,,,2026-07-06
STK-00563,ML1280G,2,I,,,2026-07-06
STK-00564,ML5052G,2,I,,,2026-07-06
STK-00565,ML5457G,1,I,,,2026-07-06
STK-00566,ML5421G,1,I,,,2026-07-06
STK-00567,ML3349,3,I,,,2026-07-06
STK-00568,ML30000,5,I,,,2026-07-06
STK-00569,ML3345O,3,I,,,2026-07-06
STK-00570,ML2073W,1,I,,,2026-07-06
STK-00571,FBD75,1,I,,,2026-07-06
STK-00572,KL583,2,I,,,2026-07-06
STK-00573,KL596,0,I,,,2026-08-06
STK-00574,KL239,2,I,,,2026-07-06
STK-00575,KL582,2,I,,,2026-07-06
STK-00576,KL63,2,I,,,2026-07-06
STK-00577,FS41,3,I,,,2026-07-06
STK-00578,KL100/2,1,I,,,2026-07-06
STK-00579,OX171/2D,3,I,,,2026-07-06
STK-00580,KX182/1D,1,I,,,2026-08-06
STK-00581,KX79D,1,I,,,2026-07-06
STK-00582,AC763,2,I,,,2026-07-06
STK-00583,AC763/4,1,I,,,2026-07-06
STK-00584,FDB75,2,I,,,2026-08-06
STK-00585,FN953,4,I,,,2026-07-06
STK-00586,KX80/1D,1,I,,,2026-07-06
STK-00587,KX710D,2,I,,,2026-07-06
STK-00588,KX24,2,I,,,2026-07-06
STK-00589,OX161D,3,I,,,2026-07-06
STK-00590,HD 932-2 X,0,I,,,2026-07-06
STK-00591,RE62419-JDC,1,I,,,2026-07-06
STK-00592,LX2046,0,I,,,2026-08-06
STK-00593,BL-2156,3,I,,,2026-07-06
STK-00594,AA1395E,1,I,,,2026-07-06
STK-00595,LA230,0,I,,,2026-07-06
STK-00596,AL19,2,I,,,2026-07-06
STK-00597,250034-122,0,I,1354,0,2026-07-31
STK-00598,250034-134,0,I,1033.3,0.0,2026-07-31
STK-00599,CE3022,4,I,,,2026-08-06
STK-00600,FBS480/1,2,I,,,
STK-00601,FBD998/KC46,2,J,,,2026-07-06
STK-00602,250034-085,2,J,1597.5,3195.0,2026-07-06
STK-00603,250034-085,9,-,1597.5,14377.5,2026-07-06
STK-00604,02250048-734,1,J,1029.8,1029.8,2026-07-06
STK-00605,02250048-734,9,-,1029.8,9268.199999999999,2026-07-06
STK-00606,C-2505,1,J,,,2026-07-06
STK-00607,LE309,1,J,,,2026-07-06
STK-00608,OC175,2,J,,,2026-07-06
STK-00609,KC83,1,J,,,2026-07-06
STK-00610,OC988,1,J,,,2026-07-22
STK-00611,KC595,1,J,,,2026-07-06
STK-00612,KC454,2,J,,,2026-07-06
STK-00613,KC454,1,J,,,2026-07-06
STK-00614,KC28,1,J,,,2026-07-06
STK-00615,KC 381,1,J,,,2026-07-06
STK-00616,KC83,2,J,,,2026-07-06
STK-00617,KC51,1,J,,,2026-07-06
STK-00618,KC182,1,J,,,2026-07-06
STK-00619,KC251,0,J,,,2026-07-06
STK-00620,KC647D,4,J,,,2026-07-06
STK-00621,KC647/1,1,J,,,2026-07-06
STK-00622,KC648/1,2,J,,,2026-07-06
STK-00623,KC637/1,1,J,,,2026-07-06
STK-00624,KC637D,2,J,,,2026-07-06
STK-00625,KC134,1,J,,,2026-07-06
STK-00626,KC381,1,J,,,2026-07-06
STK-00627,VP2780,0,J,,,2026-07-06
STK-00628,KC18,2,J,,,2026-07-06
STK-00629,KC118/1,2,J,,,2026-07-06
STK-00630,KC118/1,1,J,,,2026-07-06
STK-00631,KC186,1,J,,,2026-07-06
STK-00632,KC24,4,J,,,2026-07-06
STK-00633,KC509,0,J,,,2026-07-06
STK-00634,KC5,2,J,,,2026-07-06
STK-00635,KC440,1,J,,,2026-07-06
STK-00636,KC636,1,J,,,2026-08-06
STK-00637,KC618,1,J,,,2026-07-06
STK-00638,OX339/2D,3,J,,,2026-07-06
STK-00639,OX834D,3,J,,,
STK-00640,OX169D,2,J,,,2026-07-06
STK-00641,OX168D,1,J,,,2026-07-06
STK-00642,OX169/1D,1,J,,,2026-07-06
STK-00643,OX175D,2,J,,,2026-07-06
STK-00644,OX388D,1,J,,,2026-07-06
STK-00645,OX188,1,J,,,2026-07-06
STK-00646,OX153D3,1,J,,,2026-07-06
STK-00647,OX562D,1,J,,,2026-08-06
STK-00648,OX16/1D,1,J,,,2026-07-06
STK-00649,OX174D,3,J,,,2026-07-06
STK-00650,OX1052D,2,J,,,2026-07-06
STK-00651,OC1063,1,J,,,2026-07-06
STK-00652,OC324,3,J,,,2026-07-06
STK-00653,OC370,1,J,,,2026-07-06
STK-00654,OC282,1,J,,,2026-07-06
STK-00655,OC18,3,J,,,2026-07-06
STK-00656,OC1738,1,J,,,2026-07-06
STK-00657,OC502,6,J,,,2026-07-06
STK-00658,OC60,0,J,,,2026-07-06
STK-00659,OC522,1,J,,,2026-07-06
STK-00660,OC501,3,J,,,2026-07-06
STK-00661,OC235,3,J,,,2026-07-06
STK-00662,OC1009,3,J,,,2026-07-06
STK-00663,OC26,2,J,,,2026-07-06
STK-00664,OC42,1,J,,,2026-07-06
STK-00665,OC41,0,J,,,2026-07-06
STK-00666,OC67,2,J,,,2026-07-06
STK-00667,OC1253,3,J,,,2026-07-06
STK-00668,HLP5053,0,J,,,2026-07-06
STK-00669,LB55,5,J,,,2026-07-06
STK-00670,LB300,0,J,,,2026-07-06
STK-00671,AL470/4,2,J,,,2026-07-06
STK-00672,AL12,6,J,,,2026-07-06
STK-00673,AL26,1,J,,,2026-07-06
STK-00674,OC534,1,J,,,2026-07-06
STK-00675,OC47,1,J,,,2026-07-06
STK-00676,OC90,5,J,,,2026-07-06
STK-00677,OX171/2D,2,J,,,2026-07-06
STK-00678,AL97,0,J,,,2026-07-06
STK-00679,LE677,0,J,,,2026-08-06
STK-00680,1002-4663,2,J,2209.2,4418.4,2026-07-06
STK-00681,932000 10B NE,1,,,,2026-07-06
STK-00682,241772,1,,143.8,143.8,2026-07-06
STK-00683,´046701,1,,161.8,161.8,2026-07-06
STK-00684,4460465-JLG,9,,,,2026-07-06
STK-00685,LXS41/1,1,,,,2026-07-06
STK-00686,AF25484,0,,,,2026-07-06
STK-00687,AC-19080,1,,,,2026-07-06
STK-00688,1001129845-JLG,1,,2258.3,2258.3,2026-07-06
STK-00689,02250106-789,2,,792.9,1585.8,2026-07-06
STK-00690,250030-758,0,,2851.3,0.0,2026-07-06
STK-00691,34-08324,0,,,,2026-07-06
STK-00692,1006-3296,0,,1960.1,0.0,2026-07-06
STK-00693,45673,0,,619.2,0.0,2026-07-06
STK-00694,S00301-238,0,,45,0,2026-07-06
STK-00695,02250224-269,0,,4100.9,0.0,2026-07-06
STK-00696,0400055-JLG,0,,564,0,2026-07-06
STK-00697,02250242-636,0,,2131.2,0.0,2026-07-06
STK-00698,250027-201,0,,441.2,0.0,2026-07-06
STK-00699,`001104,0,,582.8,0.0,2026-07-06
STK-00700,1001092456-JLG,0,,3408.6,0.0,2026-07-06
STK-00701,HP9834,0,,,,2026-07-06
STK-00702,HK301,0,,,,2026-07-06
STK-00703,250006-938,0,,165.2,0.0,2026-07-06
STK-00704,042034RA,0,,353.5,0.0,2026-07-06
STK-00705,70031074-TRA,0,,130,0,2026-07-06
STK-00706,70030307-TRA,0,,58.5,0.0,2026-07-06
STK-00707,1319612-TRA,0,,418,0,2026-07-06
STK-00708,1319593-TRA,0,,42.6,0.0,2026-07-06
STK-00709,1319594-TRA,0,,62.9,0.0,2026-07-06
STK-00710,8036190-TRA,0,,100.5,0.0,2026-07-06
STK-00711,02250235-913,0,,485.6,0.0,2026-07-06
STK-00712,02250087-070,0,,103,0,2026-07-06
STK-00713,02250093-806,0,,108.6,0.0,2026-07-06
STK-00714,02250098-622,0,,559.8,0.0,2026-07-06
STK-00715,826502-215,0,,5.2,0.0,2026-07-06
STK-00716,AC7983,0,,,,2026-07-06
STK-00717,241581,0,,1223.1,0.0,2026-07-06
STK-00718,`042582,0,,672.8,0.0,2026-07-06
STK-00719,02250166-230,0,,1719.2,0.0,2026-07-06
STK-00720,LX261,0,,,,2026-07-06
STK-00721,EF938,0,,,,2026-07-06
STK-00722,EF939,0,,,,2026-07-06
STK-00723,02250221-211,0,,774.9,0.0,2026-07-06
STK-00724,8320265-TRA,0,,64.1,0.0,2026-07-06
STK-00725,02250145-625,0,,881.1,0.0,2026-07-06
STK-00726,248755,0,,135.1,0.0,2026-07-06
STK-00727,7013301-JLG,0,,513.4,0.0,2026-07-06
STK-00728,P5113,0,,,,2026-07-06
STK-00729,VP-1748,0,,,,2026-07-06
STK-00730,VP-1748/S,0,,,,2026-07-06
STK-00731,G-1316,0,,,,2026-07-06
STK-00732,FF5272,0,,,,2026-07-06
STK-00733,HF35305,0,,,,2026-07-06
STK-00734,HF9500,0,,,,2026-07-06
STK-00735,FS19914,0,,,,2026-07-06
STK-00736,LF3400,0,,,,2026-07-06
STK-00737,LF16011,0,,,,2026-07-06
STK-00738,FF149,0,,,,2026-07-06
STK-00739,VP-2709/S,0,,,,2026-07-06
STK-00740,250018-427,0,,12.2,0.0,2026-07-06
STK-00741,88290015-890,0,,42.9,0.0,2026-07-06
STK-00742,88290015-891,0,,69.8,0.0,2026-07-06
STK-00743,68MR1600,0,,7.7,0.0,2026-07-06
STK-00744,68CJ0825,0,,5.3,0.0,2026-07-06
STK-00745,68723227,0,,171.7,0.0,2026-07-06
STK-00746,68CJ0026,0,,29.9,0.0,2026-07-06
STK-00747,68722579,0,,906.1,0.0,2026-07-06
STK-00748,68723244,0,,219.3,0.0,2026-07-06
STK-00749,68MR1301,0,,34.1,0.0,2026-07-06
STK-00750,68780320,0,,60.9,0.0,2026-07-06
STK-00751,02250222-783,0,,587.7,0.0,2026-07-06
STK-00752,0140-4317,0,,,,2026-07-06
STK-00753,0140-4318,0,,,,2026-07-06
STK-00754,1001186466,0,,993.4,0.0,2026-07-06
STK-00755,4360371,0,,743.5,0.0,2026-07-06
STK-00756,179-9806,0,,,,2026-07-06
STK-00757,EF-8033R,0,,,,2026-07-06
STK-00758,EF-8034R,0,,,,2026-07-06
STK-00759,´0937521,0,,,,2026-07-06
STK-00760,1001146963-JLG,0,,545.7,0.0,2026-07-06
STK-00761,AF1638-FLE,0,,89.2,0.0,2026-07-06
STK-00762,122-0922-ONA,0,,18.1,0.0,2026-07-06
STK-00763,02250099-448,0,,337.5,0.0,2026-07-06
STK-00764,250041-801,0,,2766.1,0.0,2026-07-06
STK-00765,LXS37/1,0,,,,2026-07-06
STK-00766,02250177-150,0,,890.6,0.0,2026-07-06
STK-00767,02250164-206,0,,504,0,2026-07-06
STK-00768,02250152-635,0,,598.5,0.0,2026-07-06
STK-00769,7023543-JLG,0,,448.4,0.0,2026-07-06
STK-00770,1001186466,0,,993.4,0.0,2026-07-06
STK-00771,02250097-349,0,,846.8,0.0,2026-07-06
STK-00772,02250223-411,0,,245.5,0.0,2026-07-06
STK-00773,02250220-866,0,,52,0,2026-07-06
STK-00774,140-4088-ONA,0,,36.7,0.0,2026-07-06
STK-00775,270016-419,0,,92,0,2026-07-06
STK-00776,270016-627,0,,58,0,2026-07-06
STK-00777,250024-272,0,,416.5,0.0,2026-07-06
STK-00778,7021581-JLG,0,,549.6,0.0,2026-07-06
STK-00779,AH1135,0,,262.4,0.0,2026-07-06
STK-00780,4460467-JLG,0,,4.8,0.0,2026-07-06
STK-00781,0400215-JLG,0,,264,0,2026-07-06
STK-00782,1318821,0,,,,2026-07-06
STK-00783,1318822,0,,,,2026-07-06
STK-00784,1R1804,0,,,,2026-07-06
STK-00785,3223155,0,,,,2026-07-06
STK-00786,5I8670,0,,,,2026-07-06
STK-00787,937521,0,,,,2026-07-06
STK-00788,4385386,0,,,,2026-07-06
STK-00789,B1806380-SAG,0,,1038.6,0.0,2026-07-06
STK-00790,02250209-582,0,,93,0,2026-07-06
STK-00791,´042988,0,,415.1,0.0,2026-07-06
STK-00792,191-2460-ONA,0,,989.9,0.0,2026-07-13
STK-00793,AF25570,0,,122.5,0.0,2026-07-06
STK-00794,AF25571,0,,68.1,0.0,2026-07-06
STK-00795,270002-709,0,,256.9,0.0,2026-07-13
STK-00796,4954905-CMM,0,,13.6,0.0,
STK-00797,`001692,0,,154,0,
STK-00798,250018-008,0,,643.2,0.0,
STK-00799,´000751,0,,820.8,0.0,
STK-00800,41992,0,,61.9,0.0,2026-07-23
STK-00801,4360328S-JLG,0,,22.2,0.0,2026-07-23
STK-00802,02250183-035,0,,6422.6,0.0,2026-07-23
STK-00803,DZ120070,1,,,,2026-08-11
STK-00804,02250117-782,2,,,,
STK-00805,AH8742,0,,,,
STK-00806,02250139-296,0,,,,
STK-00807,02250057-036,0,CAJONES,985.4,0.0,2026-05-21
STK-00808,02250057-036,1,CAJONES,985.4,985.4,2026-05-21
STK-00809,88290014-534,2,CAJONES,353.4,706.8,2026-05-21
STK-00810,250039-910,4,CAJONES,,,2026-05-21
STK-00811,408893,13,CAJONES,250.3,3253.9,2026-05-21
STK-00812,`040588,3,CAJONES,737.8,2213.3999999999996,2026-05-21
STK-00813,02250129-175,0,CAJONES,306.8,0.0,2026-05-21
STK-00814,02250049-634,7,CAJONES,294.8,2063.6,2026-05-21
STK-00815,02250155-536,0,CAJONES,2106,0,2026-05-21
STK-00816,02250112-031,3,CAJONES,119,357,2026-05-21
STK-00817,02250105-553,3,CAJONES,447.5,1342.5,2026-05-21
STK-00818,02250105-553,1,CAJONES,447.5,447.5,2026-05-21
STK-00819,02250100-042,1,CAJONES,411.8,411.8,2026-05-21
STK-00820,02250166-220,1,CAJONES,526.2,526.2,2026-05-21
STK-00821,´001151,0,CAJONES,253.9,0.0,2026-05-21
STK-00822,02250110-727,1,CAJONES,526.2,526.2,2026-05-21
STK-00823,250022-782,0,CAJONES,44.3,0.0,2026-05-21
STK-00824,250026-758,0,CAJONES,172.3,0.0,2026-05-21
STK-00825,250017-280,1,CAJONES,308.3,308.3,2026-05-21
STK-00826,250031-438,13,CAJONES,188.3,2447.9,2026-05-21
STK-00827,250031-438,0,CAJONES,188.3,0.0,2026-05-21
STK-00828,001078RA,5,CAJONES,28.4,142.0,2026-05-21
STK-00829,001128-B-RA,0,CAJONES,92.8,0.0,2026-05-21
STK-00830,250025-870,1,CAJONES,139.6,139.6,2026-05-21
STK-00831,250025-412,1,CAJONES,,,2026-05-21
STK-00832,02250092-081,0,CAJONES,418.7,0.0,2026-05-21
STK-00833,´044905,0,CAJONES,,,2026-05-21
STK-00834,049905RA,6,CAJONES,56.3,337.79999999999995,2026-05-21
STK-00835,041742RA,2,CAJONES,67.6,135.2,2026-05-21
STK-00836,250019-453,2,CAJONES,257.4,514.8,2026-05-21
STK-00837,250019-453,3,CAJONES,257.4,772.1999999999999,2026-05-21
STK-00838,02250155-174,4,CAJONES,480.8,1923.2,2026-05-21
STK-00839,02250110-988,1,CAJONES,172.3,172.3,2026-05-21
STK-00840,`021172,8,CAJONES,28.8,230.4,2026-05-21
STK-00841,`027441,1,CAJONES,304.9,304.9,2026-05-21
STK-00842,`040091,0,CAJONES,17.5,0.0,2026-05-21
STK-00843,02250050-363,5,CAJONES,1187.2,5936.0,2026-05-21
STK-00844,02250050-363,2,CAJONES,1187.2,2374.4,2026-05-21
STK-00845,250019-451,0,CAJONES,228.6,0.0,2026-05-21
STK-00846,250019-451,2,CAJONES,228.6,457.2,2026-05-21
STK-00847,001175RA,1,CAJONES,24.4,24.4,2026-05-21
STK-00848,`047630,2,CAJONES,68.9,137.8,2026-05-21
STK-00849,02250117-782,1,CAJONES,182.5,182.5,2026-05-21
STK-00850,02250092-529,0,CAJONES,,,2026-05-21
STK-00851,´046559,1,CAJONES,308.3,308.3,2026-05-21
STK-00852,250025-621,1,CAJONES,766.6,766.6,2026-05-21
STK-00853,250039-909,3,CAJONES,1049.4,3148.2000000000003,2026-05-21
STK-00854,´042004,6,CAJONES,21.8,130.8,2026-05-21
STK-00855,250011-597,1,CAJONES,26.3,26.3,2026-05-21
STK-00856,250011-578,1,CAJONES,29.7,29.7,2026-05-21
STK-00857,049737RA,0,CAJONES,212.5,0.0,2026-05-21
STK-00858,02250127-176,8,CAJONES,293.6,2348.8,2026-05-21
STK-00859,88290014-514,7,CAJONES,939.4,6575.8,2026-05-21
STK-00860,02250078-204,2,CAJONES,631.9,1263.8,2026-05-21
STK-00861,02250058-087,4,CAJONES,782,3128,2026-05-21
STK-00862,`040541,1,CAJONES,48,48,2026-05-21
STK-00863,´047628,1,CAJONES,122.6,122.6,2026-05-21
STK-00864,250025-364,1,ESTANTE,140,140,2026-05-21
STK-00865,02250193-535,4,CAJONES,241.5,966.0,2026-05-21
STK-00866,´049796,3,ESTANTE,2110,6330,2026-05-21
STK-00867,406631,5,ESTANTE,1821.1,9105.5,2026-05-21
STK-00868,250018-551,3,ESTANTE,1586.9,4760.700000000001,2026-05-21
STK-00869,822204-000,2,CAJONES,,,2026-05-21
STK-00870,241771,1,CAJONES,168.8,168.8,2026-05-21
STK-00871,02250115-272,0,CAJONES,320.1,0.0,2026-05-21
STK-00872,810504-012,2,CAJONES,50.6,101.2,2026-05-21
STK-00873,02250164-606,2,ESTANTE,144,288,2026-05-21
STK-00874,HAD-20B,17,ESTANTE,145.2,2468.3999999999996,2026-05-21
STK-00875,8223054-TRA,0,ESTANTE,35.9,0.0,2026-05-21
STK-00876,02250100-095,3,CAJONES,420.1,1260.3000000000002,2026-05-21
STK-00877,1089-0708-11,1,ESTANTE,,,2026-07-13
STK-00878,02250155-175,3,CAJONES,206.3,618.9000000000001,2026-07-13
STK-00879,A028X493-ONA,1,CAJONES,158.2,158.2,2026-07-20
STK-00880,K65BAA,1,CAJONES,,,2026-07-20
STK-00881,K23AA,1,CAJONES,,,2026-07-20
STK-00882,´045672,1,ESTANTE,414.3,414.3,2026-07-27
STK-00883,4360469S-JLG,1,CAJONES,62.7,62.7,2026-07-27
STK-00884,250041-638,1,CAJONES,225,225,2026-07-27
STK-00885,02250171-245,1,CAJONES,216,216,2026-07-27
STK-00886,02250176-856,1,ESTANTE,388.9,388.9,2026-07-27
STK-00887,02250176-967,1,ESTANTE,319.2,319.2,2026-07-27
STK-00888,270021-405,1,CAJONES,507.6,507.6,2026-07-27
STK-00889,242429,1,CAJONES,,,2026-07-27
STK-00890,´041619,1,CAJONES,93.1,93.1,2026-07-27
STK-00891,001177RA,1,CAJONES,117.4,117.4,2026-07-27
STK-00892,011579RA,1,ESTANTE,172,172,2026-05-21
STK-00893,828406-150,8,CAJONES,1.7,13.6,2026-07-30
STK-00894,250035-041,8,CAJONES,,,2026-07-30
STK-00895,882806-150,8,CAJONES,,,2026-07-30
STK-00896,250040-924,1,CAJONES,51,51,2026-07-30
STK-00897,005898-010,1,CAJONES,204.9,204.9,2026-07-30
STK-00898,250035-375,1,ESTANTE,204.9,204.9,2026-07-30
STK-00899,250028-036,0,ESTANTE,157.5,0.0,2026-07-31
STK-00900,02250222-539,0,ESTANTE,,,2026-08-14
STK-00901,02250155-971,1,ESTANTE,,,2026-08-14
STK-00902,CÓDIGO,,FLUIDOS,,,
STK-00903,250022-669,33,FLUIDOS,,,
STK-00904,02250196-470,4,FLUIDOS,,,
STK-00905,CC2825-FLE,6,FLUIDOS,,,
STK-00906,CC2848-FLE,6,FLUIDOS,,,
STK-00907,250022-670,0,FLUIDOS,,,
STK-00908,S00801-038/B20,1,FLUIDOS,,,
STK-00909,250030-757,1,FLUIDOS,,,
STK-00910,02250193-571,2,ESTANTE,875.4,1750.8,2026-05-21
STK-00911,02250193-595,3,ESTANTE,1477.8,4433.4,2026-05-21
STK-00912,02250193-573,3,ESTANTE,1477.8,4433.4,2026-05-21
STK-00913,02250193-593,4,ESTANTE,875.4,3501.6,2026-05-21
STK-00914,02250194-972,1,ESTANTE,842.1,842.1,2026-05-21
STK-00915,02250194-973,1,ESTANTE,902,902,2026-05-21
STK-00916,02250193-572,5,ESTANTE,958.2,4791.0,2026-05-21
STK-00917,02250193-569,3,ESTANTE,651.2,1953.6000000000001,2026-05-21
STK-00918,02250193-591,5,ESTANTE,651.2,3256.0,2026-05-21
STK-00919,02250194-924,3,ESTANTE,837.9,2513.7,2026-05-21
STK-00920,02250194-957,3,ESTANTE,310.8,932.4000000000001,2026-05-21
STK-00921,02250194-958,3,ESTANTE,310.8,932.4000000000001,2026-05-21
STK-00922,02250193-589,4,ESTANTE,462.1,1848.4,2026-05-21
STK-00923,02250193-567,4,ESTANTE,462.1,1848.4,2026-05-21
STK-00924,02250193-594,5,ESTANTE,958.2,4791.0,2026-05-21
STK-00925,02250193-566,5,ESTANTE,316.6,1583.0,2026-05-21
STK-00926,02250193-574,1,ESTANTE,1861.7,1861.7,2026-05-21
STK-00927,02250194-922,3,ESTANTE,837.9,2513.7,2026-05-21
STK-00928,02250193-597,1,ESTANTE,1861.7,1861.7,2026-05-21
STK-00929,02250193-588,2,ESTANTE,316.6,633.2,2026-05-21
STK-00930,02250193-587,3,ESTANTE,265.9,797.6999999999999,2026-05-21
STK-00931,02250194-959,1,ESTANTE,333.9,333.9,2026-05-21
STK-00932,02250193-565,4,ESTANTE,265.9,1063.6,2026-05-21
STK-00933,02250195-196,1,ESTANTE,2234.9,2234.9,2026-05-21
STK-00934,02250195-193,1,ESTANTE,2234.9,2234.9,2026-05-21
STK-00935,02250194-916,1,ESTANTE,589.1,589.1,2026-05-21
STK-00936,02250194-918,1,ESTANTE,589.1,589.1,2026-05-21
STK-00937,02250194-968,0,ESTANTE,698.3,0.0,2026-05-21
STK-00938,02250193-558,0,ESTANTE,651.2,0.0,2026-06-05
STK-00939,02250194-922,2,ESTANTE,837.9,1675.8,2026-08-11
STK-00940,02250194-924,1,ESTANTE,837.9,837.9,2026-08-11
STK-00941,02250194-977,0,ESTANTE,989.1,0.0,2026-08-14
STK-00942,02250194-978,0,ESTANTE,989.1,0.0,2026-08-14
STK-00943,02250194-962,0,ESTANTE,520.8,0.0,2026-08-14
STK-00944,02250194-963,0,ESTANTE,520.8,0.0,2026-08-14
STK-00945,CODIGO,,RODAMIENTOS,,,
STK-00946,7304 AE1,1,RODAMIENTOS,,,
STK-00947,7306 BECBM,4,RODAMIENTOS,,,
STK-00948,6308-2RS1/C3,2,RODAMIENTOS,,,
STK-00949,NU 216 ECP/C3,1,RODAMIENTOS,,,
STK-00950,NU 208 ECP,1,RODAMIENTOS,,,
STK-00951,31308 J2/QCL7C,1,RODAMIENTOS,,,
STK-00952,6207-2Z/C3,1,RODAMIENTOS,,,
STK-00953,QJ 208 MA,1,RODAMIENTOS,,,
STK-00954,31308/Q/CL7A,1,RODAMIENTOS,,,
STK-00955,LM67048/010/Q,1,RODAMIENTOS,,,
STK-00956,NU2205 ECP,1,RODAMIENTOS,,,
STK-00957,32306/0,1,RODAMIENTOS,,,
STK-00958,6312/C3,1,RODAMIENTOS,,,
STK-00959,6212-2RS1/C3,1,RODAMIENTOS,,,
STK-00960,NU206 ECP,1,RODAMIENTOS,,,
STK-00961,30205 J2/Q,1,RODAMIENTOS,,,
STK-00962,6205-2Z/C3,0,RODAMIENTOS,,,
STK-00963,6204-2C/C3,0,RODAMIENTOS,,,
STK-00964,6311-2RS1/C3,1,RODAMIENTOS,,,
STK-00965,6211-2RS1/C3,1,RODAMIENTOS,,,
STK-00966,30204-NSK,2,RODAMIENTOS,,,
STK-00967,32206/VA983,0,RODAMIENTOS,,,
STK-00968,NU 2206 ECP/C3,0,RODAMIENTOS,,,
STK-00969,BT1B 332541 AB/Q,1,RODAMIENTOS,,,
STK-00970,30308A,2,RODAMIENTOS,,,
STK-00971,499078-310 / HR303100J,1,RODAMIENTOS,,,
STK-00972,6305DDUC3 B AS2S,1,RODAMIENTOS,,,
STK-00973,6204Z,1,RODAMIENTOS,,,
STK-00974,6210UC3 B,1,RODAMIENTOS,,,
STK-00975,M88048,3,RODAMIENTOS,,,
STK-00976,394A- 20024,1,RODAMIENTOS,,,
STK-00977,HM88610,1,RODAMIENTOS,,,
STK-00978,HM88649/610,2,RODAMIENTOS,,,
STK-00979,M88048,1,RODAMIENTOS,,,
STK-00980,25580,1,RODAMIENTOS,,,
STK-00981,6307.2ZR.C3 / H189-0921.HB,1,RODAMIENTOS,,,
STK-00982,32206A,1,RODAMIENTOS,,,
STK-00983,30309A,1,RODAMIENTOS,,,
STK-00984,NU315-E-JP3,1,RODAMIENTOS,,,
STK-00985,730 6B,2,RODAMIENTOS,,,
STK-00986,NJ308C3,2,RODAMIENTOS,,,
STK-00987,HM88610-N,2,RODAMIENTOS,,,
STK-00988,HM88548-N,1,RODAMIENTOS,,,
STK-00989,7306B,1,RODAMIENTOS,,,
STK-00990,NU207ES,1,RODAMIENTOS,,,
