id_movimiento,tipo_movimiento,codigo,cantidad,fecha,comprobante,cliente_proveedor,retira_responsable
MOV-00353,Ingreso,250031-438,1,2026-03-19,0001-00435578,SULLAIR,
MOV-00354,Ingreso,6312-2rs1/c3,1,2026-03-19,00014-00026419,Aldo F Benito e Hijos,
MOV-00355,Ingreso,6212-2z/c3,1,2026-03-19,00014-00026419,Aldo F Benito e Hijos,
MOV-00356,Ingreso,HX15,1,2026-03-20,AM,MAHLE,
MOV-00357,Ingreso,KC24,1,2026-03-20,AM,MAHLE,
MOV-00358,Ingreso,KC118/1,1,2026-03-20,AM,MAHLE,
MOV-00359,Ingreso,KC618,1,2026-03-20,AM,MAHLE,
MOV-00360,Ingreso,KC118/1,1,2026-03-20,AM,MANN,
MOV-00361,Ingreso,WK940/1,3,2026-03-20,AM,MANN,
MOV-00362,Ingreso,AL12,1,2026-03-20,AM,MAHLE,
MOV-00363,Ingreso,KL239,1,2026-03-20,AM,VOX,
MOV-00364,Ingreso,LF3000,1,2026-03-20,AM,VOX,
MOV-00365,Ingreso,FBS490/1,1,2026-03-20,AM,VOX,
MOV-00366,Ingreso,179-9806,1,2026-03-20,AM,STAL,
MOV-00367,Ingreso,HD9839,1,2026-03-20,AM,VOX,
MOV-00368,Ingreso,YPF,6,2026-03-26,00058-00069879,ECHANIZ,
MOV-00369,Ingreso,MC003,2,2026-03-26,00058-00069879,,
MOV-00370,Ingreso,FF-560R/S,2,2026-03-26,00058-00069879,,
MOV-00371,Ingreso,OC282,1,2026-03-26,00058-00069879,,
MOV-00372,Ingreso,KC637D,2,2026-03-26,00058-00069879,,
MOV-00373,Ingreso,OX389/1D,2,2026-03-26,00058-00069879,,
MOV-00374,Ingreso,KL582,2,2026-03-26,00058-00069879,,
MOV-00375,Ingreso,AA2366,2,2026-03-26,00058-00069879,,
MOV-00376,Ingreso,FF105,1,2026-03-27,0007-00051746,REPCENTER,
MOV-00377,Ingreso,LF4054,1,2026-03-27,0007-00051746,REPCENTER,
MOV-00378,Ingreso,LB962,1,2026-03-27,0007-00051746,REPCENTER,
MOV-00379,Ingreso,HD9837,2,2026-03-27,0007-00051746,REPCENTER,
MOV-00380,Ingreso,HDS837,2,2026-03-27,0007-00051746,REPCENTER,
MOV-00381,Ingreso,26.687,1,2026-03-27,0007-00051746,REPCENTER,
MOV-00382,Ingreso,02250215-617,3,2026-03-30,0001-00436125,SULLAIR,
MOV-00383,Ingreso,02250215-621,5,2026-03-30,0001-00436125,SULLAIR,
MOV-00384,Ingreso,02250193-569,1,2026-03-30,0001-00436125,SULLAIR,
MOV-00385,Ingreso,42582,1,2026-03-30,0001-00436125,SULLAIR,
MOV-00386,Ingreso,02250110-988,1,2026-03-30,0001-00436125,SULLAIR,
MOV-00387,Ingreso,C635-0011-01-ONA,1,2026-03-30,0001-00436125,SULLAIR,
MOV-00388,Ingreso,02250175-062,1,2026-04-01,0001-00436219,SULLAIR,
MOV-00389,Ingreso,02250175-063,2,2026-04-01,0001-00436219,SULLAIR,
MOV-00390,Ingreso,02250137-895,4,2026-04-01,0001-00436219,SULLAIR,
MOV-00391,Ingreso,88290015-567,1,2026-04-01,0001-00436219,SULLAIR,
MOV-00392,Ingreso,88290014-486,2,2026-04-01,0001-00436219,SULLAIR,
MOV-00393,Ingreso,250025-525,2,2026-04-01,0001-00436219,SULLAIR,
MOV-00394,Ingreso,8223054-TRA,1,2026-04-01,0001-00436219,SULLAIR,
MOV-00395,Ingreso,02250193-535,2,2026-04-01,0001-00436219,SULLAIR,
MOV-00396,Ingreso,02250196-470,2,2026-04-01,0001-00436219,SULLAIR,
MOV-00397,Ingreso,250022-669,2,2026-04-01,0001-00436219,SULLAIR,
MOV-00398,Ingreso,02250078-031,2,2026-04-01,0001-00436219,SULLAIR,
MOV-00399,Ingreso,1318821,1,2026-04-09,0120-00249581,TRACKMAR,
MOV-00400,Ingreso,1318822,1,2026-04-09,0120-00249581,TRACKMAR,
MOV-00401,Ingreso,1R1804,1,2026-04-09,0120-00249581,TRACKMAR,
MOV-00402,Ingreso,3223155,1,2026-04-09,0120-00249581,TRACKMAR,
MOV-00403,Ingreso,5I8670,1,2026-04-09,0120-00249581,TRACKMAR,
MOV-00404,Ingreso,´0937521,1,2026-04-09,0120-00249581,TRACKMAR,
MOV-00405,Ingreso,4385386,1,2026-04-09,0120-00249581,TRACKMAR,
MOV-00406,Ingreso,02250137-895,1,2026-04-09,0001-00436532,SULLAIR,
MOV-00407,Ingreso,88290015-567,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00408,Ingreso,88290014-486,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00409,Ingreso,02250168-084,1,2026-04-09,0001-00436532,SULLAIR,
MOV-00410,Ingreso,250028-032,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00411,Ingreso,250025-526,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00412,Ingreso,250025-525,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00413,Ingreso,88290014-485,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00414,Ingreso,88290015-049,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00415,Ingreso,02250215-621,1,2026-04-09,0001-00436532,SULLAIR,
MOV-00416,Ingreso,02250125-372,1,2026-04-09,0001-00436532,SULLAIR,
MOV-00417,Ingreso,02250127-684,1,2026-04-09,0001-00436532,SULLAIR,
MOV-00418,Ingreso,02250155-709,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00419,Ingreso,A41018-B&L,3,2026-04-09,0001-00436532,SULLAIR,
MOV-00420,Ingreso,02250196-470,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00421,Ingreso,250022-669,2,2026-04-09,0001-00436532,SULLAIR,
MOV-00422,Ingreso,88290017-056,9,2026-04-14,0001-00436847,SULLAIR,
MOV-00423,Ingreso,4460465-JLG,10,2026-04-14,0001-00436847,SULLAIR,
MOV-00424,Ingreso,250017-280,1,2026-04-14,0001-00436847,SULLAIR,
MOV-00425,Ingreso,02250196-470,2,2026-04-14,0001-00436847,SULLAIR,
MOV-00426,Ingreso,250022-669,2,2026-04-14,0001-00436847,SULLAIR,
MOV-00427,Ingreso,FF5079,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00428,Ingreso,LX265,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00429,Ingreso,LXS41/1,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00430,Ingreso,LX236,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00431,Ingreso,LA1045,2,2026-04-15,0007-00052547,REPCENTER,
MOV-00432,Ingreso,OC235,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00433,Ingreso,OC988,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00434,Ingreso,LXS37/1,2,2026-04-15,0007-00052547,REPCENTER,
MOV-00435,Ingreso,KC647/1,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00436,Ingreso,CE3022,2,2026-04-15,0007-00052547,REPCENTER,
MOV-00437,Ingreso,HS801,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00438,Ingreso,HP8528,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00439,Ingreso,KC182,1,2026-04-15,0007-00052547,REPCENTER,
MOV-00440,Ingreso,OC1009,2,2026-04-15,0007-00052547,REPCENTER,
MOV-00441,Ingreso,OC196,2,2026-04-15,0007-00052547,REPCENTER,
MOV-00442,Ingreso,LB619,4,2026-04-15,0007-00052547,REPCENTER,
MOV-00443,Ingreso,LF3349,3,2026-04-15,0007-00052547,REPCENTER,
MOV-00444,Ingreso,LE2002,2,2026-04-15,0007-00052547,REPCENTER,
MOV-00445,Ingreso,1001146963-JLG,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00446,Ingreso,250021-405,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00447,Ingreso,02250196-470,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00448,Ingreso,250022-669,2,2026-04-16,0001-00437119,SULLAIR,
MOV-00449,Ingreso,AF1638-FLE,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00450,Ingreso,FS1275-FLE,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00451,Ingreso,AF26044-FLE,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00452,Ingreso,250028-032,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00453,Ingreso,250028-033,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00454,Ingreso,02250111-804,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00455,Ingreso,250025-526,3,2026-04-16,0001-00437119,SULLAIR,
MOV-00456,Ingreso,88290015-567,3,2026-04-16,0001-00437119,SULLAIR,
MOV-00457,Ingreso,88290014-486,2,2026-04-16,0001-00437119,SULLAIR,
MOV-00458,Ingreso,88290014-485,2,2026-04-16,0001-00437119,SULLAIR,
MOV-00459,Ingreso,88290014-484,4,2026-04-16,0001-00437119,SULLAIR,
MOV-00460,Ingreso,02250168-053,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00461,Ingreso,02250168-084,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00462,Ingreso,02250135-150,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00463,Ingreso,88290015-049,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00464,Ingreso,122-0922-ONA,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00465,Ingreso,CC2848-FLE,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00466,Ingreso,02250099-448,1,2026-04-16,0001-00437119,SULLAIR,
MOV-00467,Ingreso,250034-116,2,2026-04-21,0001-00437243,SULLAIR,
MOV-00468,Ingreso,250042-862,2,2026-04-21,0001-00437243,SULLAIR,
MOV-00469,Ingreso,02250218-885,2,2026-04-21,0001-00437243,SULLAIR,
MOV-00470,Ingreso,02250117-782,2,2026-04-21,0001-00437243,SULLAIR,
MOV-00471,Ingreso,02250177-150,1,2026-04-21,0001-00437243,SULLAIR,
MOV-00472,Ingreso,02250171-245,2,2026-04-21,0001-00437243,SULLAIR,
MOV-00473,Ingreso,02250166-220,1,2026-04-21,0001-00437243,SULLAIR,
MOV-00474,Ingreso,02250164-206,1,2026-04-21,0001-00437243,SULLAIR,
MOV-00475,Ingreso,02250152-671,2,2026-04-21,0001-00437243,SULLAIR,
MOV-00476,Ingreso,02250152-635,1,2026-04-21,0001-00437243,SULLAIR,
MOV-00477,Ingreso,250019-453,1,2026-04-21,0001-00437243,SULLAIR,
MOV-00478,Ingreso,7023543-JLG,1,2026-04-21,0001-00437243,SULLAIR,
MOV-00479,Ingreso,02250196-470,5,2026-04-21,0001-00437243,SULLAIR,
MOV-00480,Ingreso,ML5052,2,2026-04-24,00058-00070170,ECHANIZ,
MOV-00481,Ingreso,ML1280,1,2026-04-24,00058-00070170,ECHANIZ,
MOV-00482,Ingreso,AC744,2,2026-04-24,00058-00070170,ECHANIZ,
MOV-00483,Ingreso,AL458,2,2026-04-24,00058-00070170,ECHANIZ,
MOV-00484,Ingreso,02250193-572,1,2026-04-27,0001-00437679,SULLAIR,
MOV-00485,Ingreso,02250193-594,1,2026-04-27,0001-00437679,SULLAIR,
MOV-00486,Ingreso,88290014-484,1,2026-04-27,0001-00437679,SULLAIR,
MOV-00487,Ingreso,88290014-485,1,2026-04-27,0001-00437679,SULLAIR,
MOV-00488,Ingreso,88290015-567,1,2026-04-27,0001-00437679,SULLAIR,
MOV-00489,Ingreso,250025-526,1,2026-04-27,0001-00437679,SULLAIR,
MOV-00490,Ingreso,02250218-885,1,2026-04-27,0001-00437679,SULLAIR,
MOV-00491,Ingreso,02250215-621,1,2026-04-27,0001-00437679,SULLAIR,
MOV-00492,Ingreso,250022-669,2,2026-04-27,0001-00437679,SULLAIR,
MOV-00493,Ingreso,02250176-856,1,2026-04-27,0001-00437679,SULLAIR,
MOV-00494,Ingreso,270009-082 (EF441),8,2026-04-28,0002-00013677,FRECCIA,
MOV-00495,Ingreso,EF-435,4,2026-04-28,0002-00013677,FRECCIA,
MOV-00496,Ingreso,EF-443,2,2026-04-28,0002-00013677,FRECCIA,
MOV-00497,Ingreso,EF-436,2,2026-04-28,0002-00013677,FRECCIA,
MOV-00498,Ingreso,EF-429,5,2026-05-04,0001-00013701,FRECCIA,
MOV-00499,Ingreso,02250097-349,1,2026-04-27,0001-00437941,SULLAIR,
MOV-00500,Ingreso,02250223-411,1,2026-04-29,0001-00438134,SULLAIR,
MOV-00501,Ingreso,02250127-684,3,2026-04-29,0001-00438134,SULLAIR,
MOV-00502,Ingreso,02250168-084,4,2026-04-29,0001-00438134,SULLAIR,
MOV-00503,Ingreso,02250215-621,2,2026-04-29,0001-00438134,SULLAIR,
MOV-00504,Ingreso,88290015-049,2,2026-04-29,0001-00438134,SULLAIR,
MOV-00505,Ingreso,88290014-484,3,2026-04-29,0001-00438134,SULLAIR,
MOV-00506,Ingreso,02250155-709,2,2026-04-29,0001-00438134,SULLAIR,
MOV-00507,Ingreso,140-4088-ONA,1,2026-04-29,0001-00438134,SULLAIR,
MOV-00508,Ingreso,02250220-866,1,2026-04-29,0001-00438134,SULLAIR,
MOV-00509,Ingreso,011579RA,1,2026-04-29,0001-00438134,SULLAIR,
MOV-00510,Ingreso,250019-453,1,2026-04-29,0001-00438134,SULLAIR,
MOV-00511,Ingreso,02250057-036,1,2026-04-29,0001-00438134,SULLAIR,
MOV-00512,Ingreso,02250196-470,2,2026-04-29,0001-00438134,SULLAIR,
MOV-00513,Ingreso,250022-669,2,2026-04-29,0001-00438134,SULLAIR,
MOV-00514,Ingreso,AF25555,2,2026-05-11,0007-00053833,,
MOV-00515,Ingreso,HD9841,2,2026-05-11,0007-00053833,,
MOV-00516,Ingreso,HD9837,2,2026-05-11,0007-00053833,,
MOV-00517,Ingreso,HDS839,2,2026-05-11,0007-00053833,,
MOV-00518,Ingreso,HDS837,2,2026-05-11,0007-00053833,,
MOV-00519,Ingreso,FS41,2,2026-05-11,0007-00053833,,
MOV-00520,Ingreso,KC647D,2,2026-05-11,0007-00053833,,
MOV-00521,Ingreso,LB283,2,2026-05-11,0007-00053833,,
MOV-00522,Ingreso,FBD75,1,2026-05-11,0007-00053833,,
MOV-00523,Ingreso,LE2002,1,2026-05-11,0007-00053833,,
MOV-00524,Ingreso,LF3345,1,2026-05-11,0007-00053833,,
MOV-00525,Ingreso,ML3349O,1,2026-05-11,0007-00053833,,
MOV-00526,Ingreso,ML2073W,1,2026-05-11,0007-00053833,,
MOV-00527,Ingreso,OC1738,1,2026-05-11,0007-00053833,,
MOV-00528,Ingreso,ML5052G,1,2026-05-11,0007-00053833,,
MOV-00529,Ingreso,250034-112,1,2026-05-11,0001-00438418,,
MOV-00530,Ingreso,AF25484,2,2026-05-11,0001-00438418,,
MOV-00531,Ingreso,270016-627,1,2026-05-11,0001-00438418,,
MOV-00532,Ingreso,270016-419,1,2026-05-11,0001-00438418,,
MOV-00533,Ingreso,02250215-621,1,2026-05-11,0001-00438418,,
MOV-00534,Ingreso,02250127-684,4,2026-05-11,0001-00438418,,
MOV-00535,Ingreso,02250155-709,7,2026-05-11,0001-00438418,,
MOV-00536,Ingreso,02250117-782,2,2026-05-11,0001-00438418,,
MOV-00537,Ingreso,02250125-372,2,2026-05-11,0001-00438418,,
MOV-00538,Ingreso,02250193-569,1,2026-05-11,0001-00438418,,
MOV-00539,Ingreso,02250193-591,1,2026-05-11,0001-00438418,,
MOV-00540,Ingreso,88290014-485,2,2026-05-11,0001-00438418,,
MOV-00541,Ingreso,88290014-484,1,2026-05-11,0001-00438418,,
MOV-00542,Ingreso,250018-551,1,2026-05-11,0001-00438418,,
MOV-00543,Ingreso,02250152-670,1,2026-05-11,0001-00438418,,
MOV-00544,Ingreso,02250152-678,1,2026-05-11,0001-00438418,,
MOV-00545,Ingreso,250019-453,2,2026-05-11,0001-00438418,,
MOV-00546,Ingreso,02250152-669,1,2026-05-11,0001-00438418,,
MOV-00547,Ingreso,88290017-056,3,2026-05-11,0001-00438418,,
MOV-00548,Ingreso,250022-669,2,2026-05-11,0001-00438418,,
MOV-00549,Ingreso,250024-272,1,2026-05-13,0001-00438706,SULLAIR,
MOV-00550,Ingreso,02250139-995,2,2026-05-14,0001-00438781,SULLAIR,
MOV-00551,Ingreso,1002-4663,1,2026-05-14,0001-00438781,SULLAIR,
MOV-00552,Ingreso,WF2073,4,2026-05-14,0001-00438781,FLEETGUARD,
MOV-00553,Ingreso,AH1135,2,2026-05-14,0001-00438781,FLEETGUARD,
MOV-00554,Ingreso,02250155-709,4,2026-05-14,0001-00438781,SULLAIR,
MOV-00555,Ingreso,88290015-567,2,2026-05-14,0001-00438781,SULLAIR,
MOV-00556,Ingreso,88290014-484,2,2026-05-14,0001-00438781,SULLAIR,
MOV-00557,Ingreso,88290014-485,1,2026-05-14,0001-00438781,SULLAIR,
MOV-00558,Ingreso,7021581-JLG,2,2026-05-14,0001-00438781,SULLAIR,
MOV-00559,Ingreso,4460467-JLG,2,2026-05-14,0001-00438781,SULLAIR,
MOV-00560,Ingreso,´042582,2,2026-05-14,0001-00438781,SULLAIR,
MOV-00561,Ingreso,250022-669,12,2026-05-14,0001-00438781,SULLAIR,
MOV-00562,Ingreso,250030-758,1,2026-05-14,0001-00438781,SULLAIR,
MOV-00563,Ingreso,AH1135,4,2026-05-14,0001-00438803,FLEETGUARD,
MOV-00564,Ingreso,FF202,6,2026-05-15,00029-00006116,FLEETGUARD,
MOV-00565,Ingreso,LF670,12,2026-05-15,00029-00006116,FLEETGUARD,
MOV-00566,Ingreso,02250164-206,1,2026-05-18,0001-00439056,SULLAIR,
MOV-00567,Ingreso,02250152-635,1,2026-05-18,0001-00439056,SULLAIR,
MOV-00568,Ingreso,V720,1,2026-05-20,0007-00054439,REPCENTER,
MOV-00569,Ingreso,HD9837,2,2026-05-20,0007-00054439,REPCENTER,
MOV-00570,Ingreso,HDS837,2,2026-05-20,0007-00054439,REPCENTER,
MOV-00571,Ingreso,AL12,3,2026-05-20,0007-00054439,REPCENTER,
MOV-00572,Ingreso,KC647D,2,2026-05-20,0007-00054439,REPCENTER,
MOV-00573,Ingreso,LB283,3,2026-05-20,0007-00054439,REPCENTER,
MOV-00574,Ingreso,FBD75,1,2026-05-20,0007-00054439,REPCENTER,
MOV-00575,Ingreso,KC440,1,2026-05-20,0007-00054439,REPCENTER,
MOV-00576,Ingreso,LE2002,2,2026-05-20,0007-00054439,REPCENTER,
MOV-00577,Ingreso,AC-19080,2,2026-05-20,00058-00070466,ECHANIZ,
MOV-00578,Ingreso,02250194-968,1,2026-05-21,0001-00439178,SULLAIR,
MOV-00579,Ingreso,250028-032,1,2026-05-21,0001-00439178,SULLAIR,
MOV-00580,Ingreso,02250137-895,1,2026-05-21,0001-00439178,SULLAIR,
MOV-00581,Ingreso,02250125-372,4,2026-05-21,0001-00439178,SULLAIR,
MOV-00582,Ingreso,02250215-621,2,2026-05-21,0001-00439178,SULLAIR,
MOV-00583,Ingreso,02250127-684,1,2026-05-21,0001-00439178,SULLAIR,
MOV-00584,Ingreso,02250155-709,2,2026-05-21,0001-00439178,SULLAIR,
MOV-00585,Ingreso,02250139-995,1,2026-05-21,0001-00439178,SULLAIR,
MOV-00586,Ingreso,88290015-567,1,2026-05-21,0001-00439178,SULLAIR,
MOV-00587,Ingreso,250025-525,1,2026-05-21,0001-00439178,SULLAIR,
MOV-00588,Ingreso,0400215-JLG,8,2026-05-21,0001-00439178,SULLAIR,
MOV-00589,Ingreso,88290017-056,3,2026-05-21,0001-00439178,SULLAIR,
MOV-00590,Ingreso,250022-669,2,2026-05-21,0001-00439178,SULLAIR,
MOV-00591,Ingreso,ML5052,6,2026-05-21,00058-00070492,ECHANIZ,
MOV-00592,Ingreso,ML1280,4,2026-05-21,00058-00070492,ECHANIZ,
MOV-00593,Ingreso,ML3000O,2,2026-05-21,00058-00070492,ECHANIZ,
MOV-00594,Ingreso,ML3345O,2,2026-05-21,00058-00070492,ECHANIZ,
MOV-00595,Ingreso,ML3349O,4,2026-05-21,00058-00070492,ECHANIZ,
MOV-00596,Ingreso,AC763/4,2,2026-05-21,00058-00070492,ECHANIZ,
MOV-00597,Ingreso,AL102,1,2026-05-21,00058-00070492,ECHANIZ,
MOV-00598,Ingreso,MR406,2,2026-05-27,00058-00070531,ECHANIZ,
MOV-00599,Ingreso,MDH366,2,2026-05-27,00058-00070531,ECHANIZ,
MOV-00600,Ingreso,AL97,2,2026-05-27,00058-00070531,ECHANIZ,
MOV-00601,Ingreso,HF6182,2,2026-05-28,00029-00006175,GRUMAQ,
MOV-00602,Ingreso,02250100-755,12,2026-05-29,0001-00439799,SULLAIR,
MOV-00603,Ingreso,02250100-756,12,2026-05-29,0001-00439799,SULLAIR,
MOV-00604,Ingreso,250031-850,12,2026-05-29,0001-00439799,SULLAIR,
MOV-00605,Ingreso,AF1855-FLE,2,2026-05-29,0001-00439799,SULLAIR,
MOV-00606,Ingreso,250034-116,1,2026-05-29,0001-00439799,SULLAIR,
MOV-00607,Ingreso,02250207-067,8,2026-05-29,0001-00439799,SULLAIR,
MOV-00608,Ingreso,02250207-070,1,2026-05-29,0001-00439799,SULLAIR,
MOV-00609,Ingreso,C-2505,2,2026-05-28,00058-00070558,SAKURA,
MOV-00610,Ingreso,LA230,1,2026-05-28,00058-00070558,,
MOV-00611,Ingreso,AA1395E,2,2026-05-28,00058-00070558,ECHANIZ,
MOV-00612,Ingreso,02250193-591,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00613,Ingreso,02250193-558,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00614,Ingreso,02250145-897,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00615,Ingreso,02250218-885,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00616,Ingreso,02250215-617,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00617,Ingreso,02250168-053,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00618,Ingreso,02250155-709,2,2026-06-05,0001-00440247,SULLAIR,
MOV-00619,Ingreso,LF3349,2,2026-06-05,0001-00440247,SULLAIR,
MOV-00620,Ingreso,02250152-670,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00621,Ingreso,A41018-B&L,8,2026-06-05,0001-00440247,SULLAIR,
MOV-00622,Ingreso,02250057-036,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00623,Ingreso,250017-280,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00624,Ingreso,250019-453,1,2026-06-05,0001-00440247,SULLAIR,
MOV-00625,Ingreso,250022-669,2,2026-06-05,0001-00440247,SULLAIR,
MOV-00626,Ingreso,LF4054,1,2026-06-08,0007-00055404,REPCENTER,
MOV-00627,Ingreso,FS19734,1,2026-06-08,0007-00055404,REPCENTER,
MOV-00628,Ingreso,WF2076,1,2026-06-08,0007-00055404,REPCENTER,
MOV-00629,Ingreso,LF777,2,2026-06-08,0007-00055404,REPCENTER,
MOV-00630,Ingreso,V-719,1,2026-06-08,0007-00055404,REPCENTER,
MOV-00631,Ingreso,LF3970,1,2026-06-08,0007-00055404,REPCENTER,
MOV-00632,Ingreso,LB916,2,2026-06-08,0007-00055404,REPCENTER,
MOV-00633,Ingreso,KX268D,2,2026-06-08,0007-00055404,REPCENTER,
MOV-00634,Ingreso,ML5052,6,2026-06-09,00058-00070686,ECHANIZ,
MOV-00635,Ingreso,ML1212G,4,2026-06-09,00058-00070686,ECHANIZ,
MOV-00636,Ingreso,ML3345O,1,2026-06-09,00058-00070686,ECHANIZ,
MOV-00637,Ingreso,ML3349O,2,2026-06-09,00058-00070686,ECHANIZ,
MOV-00638,Ingreso,ML5421G,2,2026-06-09,00058-00070686,ECHANIZ,
MOV-00639,Ingreso,AA1127,4,2026-06-09,00058-00070686,ECHANIZ,
MOV-00640,Ingreso,AL19,4,2026-06-09,00058-00070686,ECHANIZ,
MOV-00641,Ingreso,LF3325,11,2026-06-09,0001-00440733,SULLAIR,
MOV-00642,Ingreso,FS1006,2,2026-06-09,0001-00440733,SULLAIR,
MOV-00643,Ingreso,AF25278,2,2026-06-09,0001-00440733,SULLAIR,
MOV-00644,Ingreso,FS1242,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00645,Ingreso,FF202,2,2026-06-09,0001-00440733,SULLAIR,
MOV-00646,Ingreso,02250218-885,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00647,Ingreso,02250168-053,2,2026-06-09,0001-00440733,SULLAIR,
MOV-00648,Ingreso,02250139-995,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00649,Ingreso,FS19732,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00650,Ingreso,88290014-485,6,2026-06-09,0001-00440733,SULLAIR,
MOV-00651,Ingreso,02250117-782,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00652,Ingreso,B1806380-SAG,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00653,Ingreso,CC2848-FLE,11,2026-06-09,0001-00440733,SULLAIR,
MOV-00654,Ingreso,02250152-678,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00655,Ingreso,88290015-219,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00656,Ingreso,02250092-081,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00657,Ingreso,02250193-535,1,2026-06-09,0001-00440733,SULLAIR,
MOV-00658,Ingreso,250022-669,4,2026-06-09,0001-00440733,SULLAIR,
MOV-00659,Ingreso,1001129845-JLG,1,2026-06-10,0001-00440863,SULLAIR,
MOV-00660,Ingreso,02250209-582,1,2026-06-04,0001-00440364,SULLAIR,
MOV-00661,Ingreso,88292046-727,1,2026-06-16,IMP,IMP,
MOV-00662,Ingreso,02250106-789,2,2026-06-16,IMP,IMP,
MOV-00663,Ingreso,02250145-897,1,2026-06-17,0001-00441022,SULLAIR,
MOV-00664,Ingreso,250025-526,4,2026-06-17,0001-00441022,SULLAIR,
MOV-00665,Ingreso,1002-4663,1,2026-06-17,0001-00441022,SULLAIR,
MOV-00666,Ingreso,88290014-484,2,2026-06-17,0001-00441022,SULLAIR,
MOV-00667,Ingreso,02250175-062,1,2026-06-17,0001-00441022,SULLAIR,
MOV-00668,Ingreso,02250175-063,1,2026-06-17,0001-00441022,SULLAIR,
MOV-00669,Ingreso,250025-525,1,2026-06-17,0001-00441022,SULLAIR,
MOV-00670,Ingreso,88290015-567,1,2026-06-17,0001-00441022,SULLAIR,
MOV-00671,Ingreso,42988,1,2026-06-17,0001-00441022,SULLAIR,
MOV-00672,Ingreso,88290016-410,2,2026-06-17,0001-00441022,SULLAIR,
MOV-00673,Ingreso,88290015-901,1,2026-06-17,0001-00441022,SULLAIR,
MOV-00674,Ingreso,250022-669,3,2026-06-17,0001-00441022,SULLAIR,
MOV-00675,Ingreso,250022-670,1,2026-06-17,0001-00441022,SULLAIR,
MOV-00676,Ingreso,AF25570,1,2026-06-23,0001-00441527,SULLAIR,
MOV-00677,Ingreso,AF25571,1,2026-06-23,0001-00441527,SULLAIR,
MOV-00678,Ingreso,250034-116,2,2026-06-23,0001-00441527,SULLAIR,
MOV-00679,Ingreso,250042-862,1,2026-06-23,0001-00441527,SULLAIR,
MOV-00680,Ingreso,02250175-062,1,2026-06-23,0001-00441527,SULLAIR,
MOV-00681,Ingreso,02250175-063,1,2026-06-23,0001-00441527,SULLAIR,
MOV-00682,Ingreso,02250155-709,2,2026-06-23,0001-00441527,SULLAIR,
MOV-00683,Ingreso,02250215-617,2,2026-06-23,0001-00441527,SULLAIR,
MOV-00684,Ingreso,AF1855,2,2026-06-23,0001-00441527,SULLAIR,
MOV-00685,Ingreso,02250137-895,1,2026-06-23,0001-00441527,SULLAIR,
MOV-00686,Ingreso,02250193-535,8,2026-06-23,0001-00441527,SULLAIR,
